rank,name,points,our_character_id,is_variant,wiki_title
1110,Charlotte Citron,,Charlotte_Citron,False,Charlotte Citron
1110,Charlotte Compo,,Charlotte_Compo,False,Charlotte Compo
1110,Charlotte Dosmarche,,Charlotte_Dosmarche,False,Charlotte Dosmarche
1110,Charlotte Maple,,Charlotte_Maple,False,Charlotte Maple
1110,Charlotte Mobile,,Charlotte_Mobile,False,Charlotte Mobile
1110,Charlotte Mozart,,Charlotte_Mozart,False,Charlotte Mozart
1110,Charlotte Prim,,Charlotte_Prim,False,Charlotte Prim
1110,Charlotte Zuccotto,,Charlotte_Zuccotto,False,Charlotte Zuccotto
1110,Cosmos,,Cosmos,False,Cosmos
1110,Didit,,Didit,False,Didit
1110,Erik,,Erik,False,Erik
1110,Erio,,Erio,False,Erio
1110,George Mach,,George_Mach,False,George Mach
1110,Jorul,,Jorul,False,Jorul
1110,Kasagoba,,Kasagoba,False,Kasagoba
1110,Komane,,Komane,False,Komane
1110,Mayushika,,Mayushika,False,Mayushika
1110,Minoruba,,Minoruba,False,Minoruba
1110,Raideen,,Raideen,False,Raideen
1110,Seki,,Seki,False,Seki
1110,Sicily,,Sicily,False,Sicily
1110,Sonieh,,Sonieh,False,Sonieh
1110,Tarte Tanks,,,False,Big Mom Pirates#Homies and Soldiers
1110,Wallem,,Wallem,False,Wallem
1110,Watchdog Unit of the Law,,,False,Watchdog Unit of the Law
1110,Zodia,,Zodia,False,Zodia
1140,Agsilly,,Agsilly,False,Agsilly
1140,Buche,,Buche,False,Buche
1140,Charlotte Basskarte,,Charlotte_Basskarte,False,Charlotte Basskarte
1140,Charlotte Counter,,Charlotte_Counter,False,Charlotte Counter
1140,Charlotte High-Fat,,Charlotte_High-Fat,False,Charlotte High-Fat
1140,Charlotte Kanten,,Charlotte_Kanten,False,Charlotte Kanten
1140,Charlotte Laurin,,Charlotte_Laurin,False,Charlotte Laurin
1140,Charlotte Marnier,,Charlotte_Marnier,False,Charlotte Marnier
1140,Charlotte Nougat,,Charlotte_Nougat,False,Charlotte Nougat
1140,Charlotte Wiro,,Charlotte_Wiro,False,Charlotte Wiro
1140,Jarul,,Jarul,False,Jarul
1140,Kechatch,,Kechatch,False,Kechatch
1140,Kobe,,Kobe,False,Kobe
1140,Makko,,Makko,False,Makko
1140,Mizuira,,Mizuira,False,Mizuira
1140,Natto,,Natto,False,Natto
1140,Oran,,Oran,False,Oran
1140,Rabiyan,,Rabiyan,False,Rabiyan
1140,Rakuda,,Rakuda,False,Rakuda
1140,Shine,,Shine,False,Shine
1140,Umit,,Umit,False,Umit
1140,Warashi,,Warashi,False,Warashi
1140,Wellington,,Wellington,False,Wellington
1140,Yotsubane,,Yotsubane,False,Yotsubane
1164,Charlotte Broyé,,Charlotte_Broyé,False,Charlotte Broyé
1164,Charlotte De-Chat,,Charlotte_De-Chat,False,Charlotte De-Chat
1164,Charlotte Dragée,,Charlotte_Dragée,True,Charlotte Dragée
1164,Charlotte Mash,,Charlotte_Mash,False,Charlotte Mash
1164,Chichilisia,,Chichilisia,False,Chichilisia
1164,Daikoku,,Daikoku,False,Daikoku
1164,Junan,,Junan,False,Junan
1164,Kairiken,,Kairiken,False,Kairiken
1172,Charlotte Basans,0,Charlotte_Basans,False,Charlotte Basans
1172,Charlotte Montb,0,Charlotte_Montb,False,Charlotte Montb
1172,Daigin,0,Daigin,False,Daigin
