rank,tier,score,id,name,arc_main_count,sig_appearance,sig_cover,sig_arc_main,sig_saga_breadth,sig_bio_completeness,sig_bounty,sig_devil_fruit,sig_affiliation,sig_conqueror_haki
400,C,0.2403,Speed,Speed,0,0.4470,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.5000,0.0000
401,C,0.2400,Curiel,Curiel,0,0.4097,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
402,C,0.2396,Patty,Patty,1,0.4870,0.0000,0.1966,0.4545,0.8571,0.0000,0.0000,0.0000,0.0000
403,C,0.2393,Jacksonbanner,Jacksonbanner,0,0.2005,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
404,C,0.2393,Yui,Yui,0,0.2005,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
405,C,0.2392,Wire,Wire,0,0.4403,0.0000,0.0000,0.3636,0.5714,0.0000,0.0000,0.3000,0.0000
406,C,0.2392,Sweet_Pea,Sweet Pea,1,0.4010,0.0000,0.1966,0.3636,0.5714,0.0000,0.0000,0.3000,0.0000
407,C,0.2379,Concelot,Concelot,0,0.4258,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
408,C,0.2379,Sanjuan_Wolf,Sanjuan Wolf,0,0.3178,0.0000,0.0000,0.1818,0.8571,0.0000,1.0000,0.5000,0.0000
409,C,0.2370,Morgans,Morgans,0,0.4819,0.1480,0.0000,0.2727,0.8571,0.0000,1.0000,0.0000,0.0000
410,C,0.2360,Giovanni,Giovanni,0,0.4180,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.3000,0.0000
411,C,0.2355,Atmos,Atmos,0,0.3916,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
412,C,0.2351,Ashura_Doji,Ashura Doji,0,0.5714,0.1480,0.0000,0.0909,0.7143,0.0000,0.0000,0.3000,0.0000
413,C,0.2350,Maujii,Maujii,0,0.3330,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
414,C,0.2342,Conis,Conis,0,0.5182,0.1480,0.0000,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
415,C,0.2339,Gan_Fall,Gan Fall,1,0.5505,0.1480,0.1966,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
416,C,0.2336,Jarul,Jarul,1,0.5012,0.0000,0.1966,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
417,C,0.2336,Adio_Suerte,Adio Suerte,0,0.1002,0.0000,0.0000,0.0909,0.8571,0.9546,1.0000,0.0000,0.0000
418,C,0.2335,Ganzui,Ganzui,0,0.4180,0.1480,0.0000,0.1818,0.1429,0.0000,1.0000,0.3000,0.0000
419,C,0.2335,Atlas,Atlas,1,0.5142,0.1480,0.1966,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
420,C,0.2334,Tyrannosaurus,Tyrannosaurus,0,0.4766,0.1480,0.0000,0.4545,0.4286,0.0000,0.0000,0.0000,0.0000
421,C,0.2332,Charlotte_Kato,Charlotte Kato,0,0.3916,0.0000,0.0000,0.2727,0.2857,0.0000,0.0000,0.5000,0.0000
422,C,0.2330,Blenheim,Blenheim,0,0.3817,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
423,C,0.2323,Shine,Shine,0,0.2005,0.0000,0.0000,0.2727,0.2857,0.5131,0.0000,0.3000,0.0000
424,C,0.2321,Chao,Chao,0,0.4596,0.1480,0.0000,0.2727,0.1429,0.0000,0.0000,0.3000,0.0000
425,C,0.2318,Kinoko,Kinoko,0,0.1589,0.0000,0.0000,0.0909,0.2857,0.8209,0.0000,0.3000,0.0000
426,C,0.2316,Vander_Decken_IX,Vander Decken IX,0,0.4258,0.1480,0.0000,0.0909,0.8571,0.0000,1.0000,0.3000,0.0000
427,C,0.2315,John,John,0,0.4097,0.1480,0.0000,0.1818,0.1429,0.0000,1.0000,0.3000,0.0000
428,C,0.2314,Pellini,Pellini,0,0.3916,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
429,C,0.2314,Hody_Jones,Hody Jones,1,0.5057,0.1480,0.1966,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
430,C,0.2312,Gambo,Gambo,0,0.3178,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
431,C,0.2311,Aisa,Aisa,0,0.5057,0.1480,0.0000,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
432,C,0.2306,Capone_Pez,Capone Pez,0,0.4919,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.3000,0.0000
433,C,0.2302,Shakuyaku,Shakuyaku,0,0.4655,0.0000,0.0000,0.2727,0.7143,0.0000,0.0000,0.3000,0.0000
434,C,0.2300,Limejuice,Limejuice,0,0.3178,0.0000,0.0000,0.3636,0.1429,0.0000,0.0000,0.5000,0.0000
435,C,0.2290,Harald,Harald,0,0.4403,0.0000,0.0000,0.0909,0.2857,0.0000,0.0000,0.3000,1.0000
436,C,0.2290,Maha,Maha,0,0.3817,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
437,C,0.2289,Blumarine,Blumarine,0,0.1589,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,1.0000,0.0000
438,C,0.2289,Otohime,Otohime,0,0.4010,0.1480,0.0000,0.2727,0.7143,0.0000,0.0000,0.3000,0.0000
439,C,0.2281,Fukurokuju,Fukurokuju,0,0.4712,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
440,C,0.2281,Gismonda,Gismonda,0,0.2328,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.7500,0.0000
441,C,0.2279,Sterry,Sterry,1,0.3330,0.0000,0.1966,0.3636,0.8571,0.0000,0.0000,0.3000,0.0000
442,C,0.2277,Rokkaku,Rokkaku,0,0.1589,0.0000,0.0000,0.1818,0.7143,0.6157,0.0000,0.3000,0.0000
443,C,0.2277,Stalker,Stalker,0,0.1589,0.0000,0.0000,0.1818,0.7143,0.6157,0.0000,0.3000,0.0000
444,C,0.2277,Koushirou,Koushirou,0,0.3330,0.0000,0.0000,0.6364,0.8571,0.0000,0.0000,0.0000,0.0000
445,C,0.2274,Nero,Nero,0,0.2591,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.7500,0.0000
446,C,0.2269,Ahiru,Ahiru,0,0.3007,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
447,C,0.2269,Daikon,Daikon,0,0.3007,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
448,C,0.2269,Ushiano,Ushiano,0,0.3007,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
449,C,0.2259,Tilestone,Tilestone,0,0.5439,0.0000,0.0000,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
450,C,0.2258,Hongo,Hongo,0,0.3007,0.0000,0.0000,0.3636,0.1429,0.0000,0.0000,0.5000,0.0000
451,C,0.2246,Blamenco,Blamenco,0,0.3007,0.1480,0.0000,0.0909,0.5714,0.0000,1.0000,0.5000,0.0000
452,C,0.2243,Kingdew,Kingdew,0,0.3468,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
453,C,0.2240,Nola,Nola,0,0.4655,0.2346,0.0000,0.3636,0.5714,0.0000,0.0000,0.0000,0.0000
454,C,0.2239,Holed'em,Holed'em,0,0.3817,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.5000,0.0000
455,C,0.2237,Gloriosa,Gloriosa,0,0.3916,0.1480,0.0000,0.2727,0.5714,0.0000,0.0000,0.3000,0.0000
456,C,0.2230,Zambai,Zambai,1,0.5658,0.0000,0.1966,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
457,C,0.2225,Rabiyan,Rabiyan,0,0.4332,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.5000,0.0000
458,C,0.2212,Satchels_Maffey,Satchels Maffey,0,0.2005,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,1.0000,0.0000
459,C,0.2212,Seagull_Guns_Nozdon,Seagull Guns Nozdon,0,0.2005,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,1.0000,0.0000
460,C,0.2208,Charlotte_Compote,Charlotte Compote,0,0.3330,0.1480,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
461,C,0.2207,Gyro,Gyro,0,0.1002,0.0000,0.0000,0.0909,0.5714,0.8069,0.0000,0.3000,0.0000
462,C,0.2206,Porchemy,Porchemy,0,0.1589,0.0000,0.0000,0.0909,0.8571,0.6702,0.0000,0.3000,0.0000
463,C,0.2204,Charlotte_Broyé,Charlotte Broyé,0,0.3178,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.5000,0.0000
464,C,0.2194,Devil_Dias,Devil Dias,0,0.1002,0.0000,0.0000,0.0909,0.5714,0.7981,0.0000,0.3000,0.0000
465,C,0.2191,Makko,Makko,0,0.1589,0.0000,0.0000,0.1818,0.2857,0.6157,0.0000,0.3000,0.0000
466,C,0.2191,Zotto,Zotto,0,0.1589,0.0000,0.0000,0.1818,0.2857,0.6157,0.0000,0.3000,0.0000
467,C,0.2188,Tristan,Tristan,0,0.4655,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.3000,0.0000
468,C,0.2187,Bell-mère,Bell-mère,0,0.3468,0.0000,0.0000,0.3636,0.7143,0.0000,0.0000,0.3000,0.0000
469,C,0.2185,Charlotte_Brownie,Charlotte Brownie,0,0.3330,0.0000,0.0000,0.2727,0.2857,0.0000,0.0000,0.5000,0.0000
470,C,0.2180,Lilith,Lilith,0,0.5505,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
471,C,0.2179,Yokozuna,Yokozuna,1,0.5298,0.0000,0.1966,0.3636,0.1429,0.0000,0.0000,0.0000,0.0000
472,C,0.2178,Surume,Surume,0,0.4180,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
473,C,0.2174,Yomo,Yomo,0,0.4010,0.1480,0.0000,0.2727,0.1429,0.0000,0.0000,0.3000,0.0000
474,C,0.2173,Toto,Toto,0,0.4712,0.0000,0.0000,0.4545,0.4286,0.0000,0.0000,0.0000,0.0000
475,C,0.2171,Kibin,Kibin,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.8209,0.0000,0.3000,0.0000
476,C,0.2171,Ratel,Ratel,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.8209,0.0000,0.3000,0.0000
477,C,0.2167,Komachiyo,Komachiyo,0,0.5298,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
478,C,0.2162,Aphelandra,Aphelandra,1,0.3817,0.0000,0.1966,0.2727,0.5714,0.0000,0.0000,0.3000,0.0000
479,C,0.2160,Mikazuki,Mikazuki,0,0.1002,0.0000,0.0000,0.0909,0.5714,0.7754,0.0000,0.3000,0.0000
480,C,0.2157,Hogback,Hogback,0,0.4097,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
481,C,0.2155,Charlotte_Basskarte,Charlotte Basskarte,0,0.3709,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
482,C,0.2154,Building_Snake,Building Snake,0,0.2591,0.0000,0.0000,0.3636,0.1429,0.0000,0.0000,0.5000,0.0000
483,C,0.2148,Dagama,Dagama,0,0.4403,0.1480,0.0000,0.1818,0.4286,0.0000,0.0000,0.3000,0.0000
484,C,0.2147,Charlotte_Zuccotto,Charlotte Zuccotto,0,0.3178,0.0000,0.0000,0.2727,0.2857,0.0000,0.0000,0.5000,0.0000
485,C,0.2146,Ikkaku,Ikkaku,0,0.4258,0.0000,0.0000,0.2727,0.4286,0.0000,0.0000,0.3000,0.0000
486,C,0.2138,Uta,Uta,0,0.2328,0.0000,0.0000,0.1818,0.7143,0.0000,1.0000,0.5000,0.0000
487,C,0.2131,Carne,Carne,1,0.4535,0.0000,0.1966,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
488,C,0.2130,Kamakiri,Kamakiri,0,0.4332,0.1480,0.0000,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
489,C,0.2127,Epoida,Epoida,0,0.3709,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.5000,0.0000
490,C,0.2125,Charlotte_Tablet,Charlotte Tablet,0,0.3817,0.0000,0.0000,0.1818,0.2857,0.0000,0.0000,0.5000,0.0000
491,C,0.2115,Zeo,Zeo,0,0.4655,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
492,C,0.2108,Blackback,Blackback,0,0.4470,0.1480,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
493,C,0.2108,Yamon,Yamon,0,0.1589,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,1.0000,0.0000
494,C,0.2106,Daisy,Daisy,1,0.3594,0.0000,0.1966,0.2727,0.5714,0.0000,0.0000,0.3000,0.0000
495,C,0.2106,Ran,Ran,1,0.3594,0.0000,0.1966,0.2727,0.5714,0.0000,0.0000,0.3000,0.0000
496,C,0.2106,Clione,Clione,0,0.4097,0.0000,0.0000,0.2727,0.4286,0.0000,0.0000,0.3000,0.0000
497,C,0.2104,Woop_Slap,Woop Slap,0,0.3594,0.0000,0.0000,0.5455,0.5714,0.0000,0.0000,0.0000,0.0000
498,C,0.2098,Hack,Hack,0,0.5371,0.0000,0.0000,0.3636,0.1429,0.0000,0.0000,0.0000,0.0000
499,C,0.2098,Andre,Andre,0,0.3594,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.5000,0.0000
500,C,0.2096,Kamijiro,Kamijiro,0,0.3817,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.5000,0.0000
501,C,0.2095,Hera,Hera,0,0.3468,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
502,C,0.2093,Haruta,Haruta,0,0.3594,0.1480,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
503,C,0.2092,Braham,Braham,0,0.4180,0.1480,0.0000,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
504,C,0.2089,Uni,Uni,0,0.4258,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.3000,0.0000
505,C,0.2087,Yeti_Cool_Brothers,Yeti Cool Brothers,0,0.2328,0.0000,0.0000,0.0909,1.0000,0.7492,0.0000,0.0000,0.0000
506,C,0.2085,Daruma,Daruma,0,0.4535,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
507,C,0.2085,Dosun,Dosun,0,0.4535,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
508,C,0.2082,Hanzo,Hanzo,0,0.3916,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
509,C,0.2075,Rindo,Rindo,1,0.3468,0.0000,0.1966,0.2727,0.5714,0.0000,0.0000,0.3000,0.0000
510,C,0.2069,Ikaros_Much,Ikaros Much,0,0.4470,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
511,C,0.2060,Charlotte_Decuplets,Charlotte Decuplets,0,0.3330,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
512,C,0.2057,Mocha,Mocha,0,0.4766,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
513,C,0.2055,Sarahebi,Sarahebi,0,0.3178,0.0000,0.0000,0.0909,0.1429,0.0000,1.0000,0.5000,0.0000
514,C,0.2054,Charlotte_Cinnamon,Charlotte Cinnamon,0,0.3916,0.0000,0.0000,0.0909,0.7143,0.0000,0.0000,0.5000,0.0000
515,C,0.2050,Sind,Sind,1,0.4919,0.1480,0.1966,0.2727,0.1429,0.0000,0.0000,0.0000,0.0000
516,C,0.2049,Genbo,Genbo,0,0.4010,0.1480,0.0000,0.3636,0.8571,0.0000,0.0000,0.0000,0.0000
517,C,0.2049,Kingbaum,Kingbaum,0,0.4010,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
518,C,0.2048,Miyagi,Miyagi,0,0.4596,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.3000,0.0000
519,C,0.2048,Hakowan,Hakowan,0,0.4097,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.3000,0.0000
520,C,0.2044,Hamburg,Hamburg,1,0.3594,0.1480,0.1966,0.1818,0.4286,0.0000,0.0000,0.3000,0.0000
521,C,0.2044,Porche,Porche,1,0.3594,0.1480,0.1966,0.1818,0.4286,0.0000,0.0000,0.3000,0.0000
522,C,0.2043,Babanuki,Babanuki,0,0.4332,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
523,C,0.2039,Tsumonsieur_Kamaya,Tsumonsieur Kamaya,0,0.2814,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
524,C,0.2038,Doran,Doran,1,0.4870,0.1480,0.1966,0.2727,0.1429,0.0000,0.0000,0.0000,0.0000
525,C,0.2038,Asahija,Asahija,0,0.1589,0.0000,0.0000,0.1818,0.2857,0.5131,0.0000,0.3000,0.0000
526,C,0.2037,Charlotte_Flampe,Charlotte Flampe,0,0.3007,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.5000,0.0000
527,C,0.2035,Roddy,Roddy,0,0.4180,0.1480,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
528,C,0.2034,Gedatsu,Gedatsu,0,0.5405,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
529,C,0.2031,Daikoku,Daikoku,0,0.3709,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
530,C,0.2029,Shimotsuki_Kouzaburou,Shimotsuki Kouzaburou,0,0.1589,0.0000,0.0000,0.1818,0.7143,0.0000,0.0000,0.7500,0.0000
531,C,0.2029,Chess,Chess,1,0.3916,0.1480,0.1966,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
532,C,0.2023,Oars,Oars,0,0.4403,0.1480,0.0000,0.0909,0.7143,0.0000,0.0000,0.3000,0.0000
533,C,0.2022,Charlotte_Effilée,Charlotte Effilée,0,0.3178,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
534,C,0.2022,Charlotte_Poire,Charlotte Poire,0,0.3178,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
535,C,0.2015,Kinderella,Kinderella,0,0.3007,0.0000,0.0000,0.3636,0.4286,0.0000,0.0000,0.3000,0.0000
536,C,0.2013,Franky_Family,Franky Family,3,0.6425,0.0000,0.3931,0.0909,0.1429,0.0000,0.0000,0.0000,0.0000
537,C,0.2009,Aladine,Aladine,0,0.4097,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
538,C,0.2009,Scotch,Scotch,0,0.3468,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.5000,0.0000
539,C,0.2009,Hoe,Hoe,0,0.3709,0.0000,0.0000,0.2727,0.4286,0.0000,0.0000,0.3000,0.0000
540,C,0.2008,An_Zengaiina,An Zengaiina,0,0.1589,0.0000,0.0000,0.1818,0.7143,0.7364,0.0000,0.0000,0.0000
541,C,0.2008,Jean_Goen,Jean Goen,0,0.1589,0.0000,0.0000,0.1818,0.7143,0.7364,0.0000,0.0000,0.0000
542,C,0.2007,Gyaro,Gyaro,0,0.3817,0.0000,0.0000,0.2727,0.2857,0.0000,0.0000,0.3000,0.0000
543,C,0.2007,Hakugan,Hakugan,0,0.3817,0.0000,0.0000,0.2727,0.2857,0.0000,0.0000,0.3000,0.0000
544,C,0.2007,Tansui,Tansui,0,0.3817,0.0000,0.0000,0.2727,0.2857,0.0000,0.0000,0.3000,0.0000
545,C,0.2004,Kuromarimo,Kuromarimo,1,0.3817,0.1480,0.1966,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
546,C,0.2003,Charlotte_Praline,Charlotte Praline,0,0.3007,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
547,C,0.1995,Higuma,Higuma,0,0.1589,0.0000,0.0000,0.1818,0.8571,0.7083,0.0000,0.0000,0.0000
548,C,0.1994,Karma,Karma,0,0.3178,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.5000,0.0000
549,C,0.1989,Sheepshead,Sheepshead,0,0.2814,0.0000,0.0000,0.1818,0.8571,0.0000,0.0000,0.5000,0.0000
550,C,0.1987,Toko,Toko,0,0.4870,0.2346,0.0000,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
551,C,0.1983,Jiron,Jiron,0,0.2591,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
552,C,0.1983,Laskey,Laskey,0,0.2591,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.7500,0.0000
553,C,0.1981,York,York,0,0.4712,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
554,C,0.1979,Jerry,Jerry,0,0.2005,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.7500,0.0000
555,C,0.1979,Heracles,Heracles,0,0.3594,0.0000,0.0000,0.4545,0.8571,0.0000,0.0000,0.0000,0.0000
556,C,0.1975,Randolph,Randolph,0,0.3330,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.5000,0.0000
557,C,0.1973,Charlotte_Amande,Charlotte Amande,0,0.3709,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
558,C,0.1972,Gab,Gab,0,0.2591,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.5000,0.0000
559,C,0.1967,Edison,Edison,0,0.4655,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
560,C,0.1963,Daifugo,Daifugo,0,0.4010,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
561,C,0.1961,Z,Z,0,0.1002,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,1.0000,0.0000
562,C,0.1960,Cho,Cho,0,0.4470,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.3000,0.0000
563,C,0.1958,Utan_Divers,Utan Divers,0,0.3007,0.0000,0.0000,0.3636,0.1429,0.0000,0.0000,0.3000,0.0000
564,C,0.1952,Shaka,Shaka,0,0.4596,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
565,C,0.1951,A_O,A O,0,0.3007,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.5000,0.0000
566,C,0.1946,Gally,Gally,0,0.1002,0.0000,0.0000,0.0909,0.2857,0.6709,0.0000,0.3000,0.0000
567,C,0.1942,Cosmos,Cosmos,0,0.3330,0.0000,0.0000,0.2727,0.5714,0.0000,0.0000,0.3000,0.0000
568,C,0.1942,Charlotte_Citron,Charlotte Citron,0,0.3468,0.0000,0.0000,0.0909,0.7143,0.0000,0.0000,0.5000,0.0000
569,C,0.1939,Lacuba,Lacuba,0,0.2005,0.0000,0.0000,0.0909,0.7143,0.7419,0.0000,0.0000,0.0000
570,C,0.1936,Chome,Chome,0,0.3330,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
571,C,0.1936,Kazekage,Kazekage,0,0.3330,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
572,C,0.1931,Charlotte_Raisin,Charlotte Raisin,0,0.2814,0.0000,0.0000,0.1818,0.5714,0.0000,0.0000,0.5000,0.0000
573,C,0.1928,Momoo,Momoo,0,0.3178,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
574,C,0.1920,Rivers,Rivers,0,0.3468,0.0000,0.0000,0.2727,0.2857,0.0000,0.0000,0.3000,0.0000
575,C,0.1919,Albion,Albion,0,0.1589,0.0000,0.0000,0.0909,0.5714,0.8172,0.0000,0.0000,0.0000
576,C,0.1918,Itomimizu,Itomimizu,1,0.3817,0.1480,0.1966,0.0909,0.4286,0.0000,0.0000,0.3000,0.0000
577,C,0.1915,Diesel,Diesel,0,0.3817,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
578,C,0.1914,Terry_Gilteo,Terry Gilteo,0,0.1589,0.0000,0.0000,0.1818,0.1429,0.0000,0.0000,0.7500,0.0000
579,C,0.1911,Terracotta,Terracotta,0,0.2591,0.0000,0.0000,0.3636,0.4286,0.0000,0.0000,0.3000,0.0000
580,C,0.1906,Camel,Camel,0,0.2328,0.0000,0.0000,0.2727,0.1429,0.0000,0.0000,0.5000,0.0000
581,C,0.1905,Buckingham_Stussy,Buckingham Stussy,0,0.3817,0.1480,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
582,C,0.1903,Gatz,Gatz,0,0.5222,0.1480,0.0000,0.1818,0.4286,0.0000,0.0000,0.0000,0.0000
583,C,0.1903,Ginrummy,Ginrummy,0,0.2814,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.5000,0.0000
584,C,0.1888,Hamlet,Hamlet,0,0.3709,0.0000,0.0000,0.0909,0.1429,0.0000,0.0000,0.5000,0.0000
585,C,0.1885,Pearl,Pearl,0,0.3007,0.1480,0.0000,0.1818,0.8571,0.0000,0.0000,0.3000,0.0000
586,C,0.1884,Tank_Lepanto,Tank Lepanto,0,0.5012,0.0000,0.0000,0.2727,0.4286,0.0000,0.0000,0.0000,0.0000
587,C,0.1883,Ham_Burger,Ham Burger,1,0.2814,0.0000,0.1966,0.2727,0.4286,0.0000,0.0000,0.3000,0.0000
588,C,0.1879,Charlotte_Myukuru,Charlotte Myukuru,0,0.3330,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
589,C,0.1877,Victoria_Cindry,Victoria Cindry,0,0.3817,0.1480,0.0000,0.0909,0.7143,0.0000,0.0000,0.3000,0.0000
590,C,0.1875,Yosaku,Yosaku,1,0.4966,0.0000,0.1966,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
591,C,0.1868,Pythagoras,Pythagoras,0,0.4258,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.3000,0.0000
592,C,0.1864,Hannyabal,Hannyabal,1,0.4332,0.1480,0.1966,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
593,C,0.1862,Mr._9,Mr. 9,2,0.3594,0.1480,0.3115,0.2727,0.5714,0.0000,0.0000,0.0000,0.0000
594,C,0.1862,Dogra,Dogra,0,0.3468,0.0000,0.0000,0.4545,0.4286,0.0000,0.0000,0.0000,0.0000
595,C,0.1862,Magra,Magra,0,0.3468,0.0000,0.0000,0.4545,0.4286,0.0000,0.0000,0.0000,0.0000
596,C,0.1859,Lip_Doughty,Lip Doughty,0,0.1589,0.0000,0.0000,0.0909,0.2857,0.8152,0.0000,0.0000,0.0000
597,C,0.1855,Jigoku_Benten,Jigoku Benten,0,0.3007,0.0000,0.0000,0.0909,0.8571,0.0000,0.0000,0.5000,0.0000
598,C,0.1851,Johnny,Johnny,1,0.4870,0.0000,0.1966,0.1818,0.8571,0.0000,0.0000,0.0000,0.0000
599,C,0.1847,Whitey_Bay,Whitey Bay,0,0.2591,0.0000,0.0000,0.1818,0.4286,0.0000,0.0000,0.5000,0.0000
600,C,0.1844,Raki,Raki,0,0.3916,0.1480,0.0000,0.2727,0.8571,0.0000,0.0000,0.0000,0.0000
601,C,0.1841,Charlotte_Dosmarche,Charlotte Dosmarche,0,0.3178,0.0000,0.0000,0.0909,0.5714,0.0000,0.0000,0.5000,0.0000
