id,jname,rname,ename,first,affiliation,occupation,origin,epithet,status,age,birth,height,blood type,bounty,jva,Odex eva,4kids eva,Funi eva,liveaction,residence,alias,age2,dfname,dfename,dfmeaning,dftype,birthname,dfname2,dfename2,dfmeaning2,dftype2,size,weight,doriki,cp9key,zombie number,gladiator number
Marin,['マリン'],['Marin'],['Marin'],"['Chapter 500', 'Episode 394']",,['Slave'],['Grand Line'],,['Alive'],,['October 17th'],,,,['N/A'],,,['Brian Hathaway'],,['Sabaody Archipelago'],,,,,,,,,,,,,,,,,
Byron,['バイロン'],['Bairon'],['Byron'],"['Chapter 501', 'Episode 395']",,"['Musician', 'Pirate', 'Slave']",['West Blue'],,['Alive'],"['25 (debut)', '27 (after timeskip)']",['December 18th'],"['192 cm (6\'3½"")']",,,,,,['Brandon Luna'],,['Toroa'],,,,,,,,,,,,,['130 kg (286.6 lbs)'],,,,
Pascia,['パシア'],['Pashia'],"['Pasia (Viz)', 'Pashia (Funimation)']","['Chapter 501', 'Episode 394']",,"['Dancer, Slave (former)']",['South Blue'],,['Alive'],['20 (debut)'],['February 21st'],,,,,,,['Katherine Salavarria'],,,,,,,,,,,,,,,,,,,
Lacuba,['ラキューバ'],['Rakyūba'],['Lacuba'],"['Chapter 501', 'Episode 394']",['N/A'],"['Pirate', 'Captain (former)', 'Slave (former)']",['Grand Line'],,['Alive'],,['May 31st'],,,['17000000'],['Eiji Takemoto'],,,['Brad Jackson'],,,,,,,,,,,,,,,,,,,
Coffee_Monkeys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicily,['シシリー'],['Shishirī'],['Sicily'],['Chapter 504'],['Marines'],['Rear Admiral'],['South Blue'],,['Alive'],,['June 5th'],,,,,,,,,,,,,,,,,,,,,,,,,,
Pacifista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faust,['ファウスト'],['Fausuto'],['Faust'],"['Chapter 508', 'Episode 490']",['Hawkins Pirates'],"['Pirate', 'Magician']",['North Blue'],,['Alive'],,['December 13th'],,,,,,,,,,,,,,,,,,,,,,,,,,
Candy,['キャンディー'],['Kyandī'],['N/A'],['Chapter 510 (cover)'],['Candy Pirates'],"['Pirate', 'Captain']",['Grand Line'],,['Unknown'],,['June 14th'],,,,,,,,,,,,,,,,,,,,,,,,,,
Marguerite,['マーガレット'],['Māgaretto'],"['Marguerite (VIZ),', 'Margaret (Funimation)']","['Chapter 514', 'Episode 408']","['Kuja', 'Kuja Pirates']","['Warrior, Pirate']",['Calm Belt (Amazon Lily)'],,['Alive'],"['16 (debut)', '18 (after timeskip)']",['April 9th'],"['178 cm (5\'10"")']",['F'],,['Masumi Asano'],,,['Whitney Rodgers'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Sweet_Pea,['スイトピー'],['Suitopī'],['Sweetpea'],"['Chapter 514', 'Episode 408']","['Kuja', 'Kuja Pirates']","['Warrior (Former)', 'Pirate']",['Calm Belt (Amazon Lily)'],,['Alive'],,['January 14th'],,,,['Kujira'],,,['Doug Goodrich'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Aphelandra,['アフェランドラ'],['Aferandora'],['Aphelandra'],"['Chapter 514', 'Episode 408']","['Kuja', 'Kuja Pirates']","['Warrior (Former), Pirate']",['Calm Belt (Amazon Lily)'],,['Alive'],,['August 1st'],,,,['Akemi Okamura'],,,['Sarah Wiedenheft'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Belladonna,['ベラドンナ'],['Beradonna'],['Belladonna'],"['Chapter 514', 'Episode 408']",['Kuja'],['Doctor'],['Calm Belt (Amazon Lily)'],,['Alive'],,['October 26th'],,,,['Tomoko Naka'],,,['Dana Schultz'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Kikyo,['キキョウ'],['Kikyō'],['Kikyo'],"['Chapter 514', 'Episode 408']",['Kuja'],['Warrior'],['Calm Belt (Amazon Lily)'],,['Alive'],,['July 27th'],,,,['Yuriko Yamaguchi'],,,['Rachel Robinson'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Nyon,['グロリオーサ'],['Guroriōsa'],['Gloriosa'],"['Chapter 514', 'Episode 408']","['Kuja', 'Rocks Pirates (former)']","['Empress of Amazon Lily (former)', 'Pirate (former)']",['Calm Belt (Amazon Lily)'],,['Alive'],,['February 4th'],,,,['Ako Mayama'],,,['Nancy Sherrard'],,['Amazon Lily'],['Elder Nyon'],,,,,,,,,,,,,,,,
Nerine,['ネリネ'],['Nerine'],['Nerine'],"['Chapter 514', 'Episode 408']",['Kuja'],['Kuja warrior'],['Calm Belt (Amazon Lily)'],,['Alive'],,['December 15th'],,,,['Aiko Hibi'],,,['Michelle Rojas'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Straw_Hat_Pirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poppy,['ポピー'],['Popī'],['Poppy'],"['Chapter 515', 'Episode 409']",['Kuja'],['Warrior'],['Calm Belt (Amazon Lily)'],,['Alive'],,['May 17th'],,,,['Hiromi Nishikawa'],,,['Michelle Lee'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Boa_Hancock,['ボア･ハンコック'],['Boa Hankokku'],['Boa Hancock'],"['Chapter 516', 'Episode 409']","['Kuja (Kuja Pirates)', 'Seven Warlords of the Sea (former)']","['Pirate Captain', 'Empress of Amazon Lily', 'Warlord of the Sea (former)', 'Slave (former)']",['Calm Belt (Amazon Lily)'],"['""Snake Princess""', '""Pirate Empress""']",['Alive'],"['29 (debut)', '31 (after timeskip)']",['September 2nd'],"['191 cm (6\'3"") (debut, after timeskip)']",['S'],"['1659000000', '80000000']","['Kotono Mitsuishi', 'Kanae Itō (young)']",,,['Lydia Mackay'],,['Amazon Lily'],,,['Mero Mero no Mi'],['Love-Love Fruit'],['Fall in Love'],['Paramecia'],,,,,,,,,,,
Boa_Marigold,['ボア・マリーゴールド'],['Boa Marīgōrudo'],['Boa Marigold'],"['Chapter 516', 'Episode 409']",['Kuja (Kuja Pirates)'],"['Ruler of Amazon Lily', 'Slave (Former)']",['Calm Belt (Amazon Lily)'],,['Alive'],"['26 (debut)', '28 (after timeskip)']",['September 5th'],"['432 cm (14\'2"")']",['S'],['40000000'],"['Kimiko Saitō,', 'Satomi Sato (young)']",,,"['Julie Mayfield', 'Sara Ragsdale (young)']",,['Amazon Lily'],,,"['Hebi Hebi no Mi, Model: King Cobra']","['Snake-Snake Fruit King Cobra Model (VIZ Media)', 'Snake-Snake Fruit: Model King Cobra (Funimation)']",['Snake'],['Zoan'],,,,,,,,,,,
Boa_Sandersonia,['ボア・サンダーソニア'],['Boa Sandāsonia'],['Boa Sandersonia'],"['Chapter 516', 'Episode 409']",['Kuja (Kuja Pirates)'],"['Ruler of Amazon Lily', 'Slave (former)']",['Calm Belt (Amazon Lily)'],,['Alive'],"['28 (debut)', '30 (after timeskip)']",['September 3rd'],"['453 cm (14\'10"")']",['S'],['40000000'],"['Chiwa Saitō,', 'Tomoko Kaneda (young)']",,,['Lindsay Seidel'],,['Amazon Lily'],,,"['Hebi Hebi no Mi, Model: Anaconda']","['Snake-Snake Fruit Anaconda Model (VIZ Media)', 'Snake-Snake Fruit: Model Anaconda (Funimation)']",['Snake'],['Zoan'],,,,,,,,,,,
Ran,['ラン'],['Ran'],['Ran'],"['Chapter 516', 'Episode 410']","['Kuja', 'Kuja Pirates']",['Pirate'],['Calm Belt (Amazon Lily)'],,['Alive'],,['November 24th'],,,,['Umeka Shōji'],,,['Clarine Harp'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Cosmos,['コスモス'],['Kosumosu'],['Cosmos'],"['Chapter 516', 'Episode 410']","['Kuja', 'Kuja Pirates']",['Pirate'],['Calm Belt (Amazon Lily)'],,['Alive'],,['September 26th'],,,,['Hiromi Nishikawa'],,,['Anastasia Muñoz'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Daisy,['デージー'],['Dējī'],['Daisy'],"['Chapter 516', 'Episode 410']","['Kuja', 'Kuja Pirates']",['Pirate'],['Calm Belt (Amazon Lily)'],,['Alive'],,['February 15th'],,,,['Chigusa Ikeda'],,,['Mary Morgan'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Rindo,['リンドウ'],['Rindō'],['Rindo'],"['Chapter 516', 'Episode 410']","['Kuja', 'Kuja Pirates']","['Pirate', 'Sniper']",['Calm Belt (Amazon Lily)'],,['Alive'],,['September 16th'],,,,['Satomi Satō'],,,['Jennifer Green'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Blue_Fan,['ブルーファン'],['Burūfan'],['Bluefan'],"['Chapter 516', 'Episode 410']","['Kuja', 'Kuja Pirates']",['Pirate'],['Calm Belt (Amazon Lily)'],,['Alive'],,['July 11th'],,,,['Kanae Ito'],,,['Didi Duron'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Salome,['サロメ'],['Sarome'],['Salome'],"['Chapter 516', 'Episode 409']",['Kuja'],"['Snake Weapon', 'Pet']",['Calm Belt (Amazon Lily)'],,['Alive'],,['March 6th'],,,,,,,"['Jason Kane,', 'Aaron Roberts (3D2Y)']",,['Amazon Lily'],,,,,,,,,,,,,,,,,
Bacura,['バキュラ'],['Bakyura'],"['Bacura (Viz, FUNimation),', 'Bakula (FUNimation subtitles)']","['Chapter 516', 'Episode 410']",['Kuja'],"['Pet', 'Executioner']",['Calm Belt (Amazon Lily)'],,['Alive'],,['November 29th'],,,,,,,,,['Amazon Lily'],,,,,,,,,,,,,,,,,
Yuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Enishida,['エニシダ'],['Enishida'],"['Genista (VIZ)', 'Enishida (Funimation)']","['Chapter 517, Episode 411']",['Kuja'],"[""Lady's maid""]",['Calm Belt (Amazon Lily)'],,['Alive'],,['February 24th'],,,,['Ikue Otani'],,,['Mallorie Rodak'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Fisher_Tiger,['フィッシャー・タイガー'],['Fisshā Taigā'],['Fisher Tiger'],"['Chapter 521', 'Episode 415']","['Sun Pirates', 'Fish-Man District (former)']","['Adventurer', 'Pirate', 'Captain', 'De-facto Leader of Fish-Man District (former)', 'Slave (former)']",['Grand Line (Ryugu Kingdom)'],"['""The Adventurer""']",['Deceased'],,['November 5th'],"['520 cm (17\'1"")']",['S (RH-)'],['230000000'],['Kōji Ishii'],,,['Gabe Kunda'],,['Fish-Man District (former)'],,['48'],,,,,,,,,,,,,,,
Jinbe,['ジンベエ'],['Jinbē'],['Jimbei'],"['Chapter 528', 'Episode 430']","['Straw Hat Pirates', 'Straw Hat Grand Fleet', 'Sun Pirates (former)', 'Ally of the Big Mom Pirates (former)', 'Seven Warlords of the Sea (former)', 'Ryugu Kingdom (resigned)', 'Impel Down (former)', 'Ninja-Pirate-Mink-Samurai Alliance (disbanded)']","['Pirate', 'Helmsman', 'Senior Officer', 'Captain (former)', 'Warlord of the Sea (former)', 'Soldier (former)', 'Prisoner of the Great Prison (former)']","['Grand Line (Ryugu Kingdom, Fish-Man Island)']","['""Knight of the Sea"" Jinbe', '""Boss Jinbe""']",['Alive'],"['44 (debut)', '46 (after timeskip)']",['April 2nd'],"['301 cm (9\'11"") (debut, after timeskip)']",['F'],"['1100000000', '438000000', '250000000', '76000000']","['Daisuke Gōri (Episode 430-432)', 'Katsuhisa Hōki (Episode 440+)']",,,['Daniel Baugh'],,['Fish-Man District (former)'],,,,,,,,,,,,,,,,,
Pansy,['パンジー'],['Panjī'],['Pansy'],"['Chapter 515', 'Episode 409']",['Kuja'],['Warrior'],['Calm Belt (Amazon Lily)'],,['Alive'],,['July 20th'],,,,['Chigusa Ikeda'],,,['Dawn M. Bennett'],,['Amazon Lily'],,,,,,,,,,,,,,,,,
Kitton,['キットン'],['Kitton'],['Kitton'],"['Chapter 523', 'Episode 418']",,,,,['Alive'],,,,,,['Aiko Hibi'],,,['Megan Emerick'],,,,,,,,,,,,,,,,,,,
Taroimo,['タロイモ'],['Taroimo'],['Taroimo'],"['Chapter 523', 'Episode 418']",['Karakuri Island'],"['Cyborg animal', 'Pet']",,,['Alive'],,['October 16th'],,,,['Takahiro Fujimoto'],,,['Chris Ryan'],,,,,,,,,,,,,,,,,,,
Haredas,['ハレダス'],['Haredasu'],['Haredas'],"['Chapter 523', 'Episode 418']",,['Scientist'],['Sky Islands (Birka)'],,['Alive'],"['95 (debut)', '97 (after timeskip)']",['October 14th'],"['253 cm (8\'4"")']",['X'],,['Rokurō Naya'],,,['Jim White'],,['Weatheria'],,,,,,,,,,,,,,,,,
Stalker,['ストーカー'],['Sutōkā'],['Stalker'],"['Chapter 524', 'Episode 421']",['Marines G-1 Branch'],['Marine Lieutenant Junior Grade'],['Grand Line'],,['Alive'],,['September 28th'],,,,['Masaya Takatsuka'],,,['Chris Edmond'],,,,,,,,,,,,,,,,,,,
Heracles,['ヘラクレス'],['Herakuresu'],['Heracles'],"['Chapter 524', 'Episode 420']",,"['Warrior', 'Botanist']",['South Blue'],,['Alive'],"['49 (debut)', '51 (after timeskip)']",['May 10th'],"['214 cm (7\'0"")']",['F'],,['Rintarō Nishi'],,,['David Wilson-Brown'],,['Boin Archipelago'],,,,,,,,,,,,,,,,,
Pekkori,['ペッコリ'],['Pekkori'],['Pekkori'],"['Chapter 524', 'Episode 421']",['Harahettania'],['Priest'],,,['Alive'],,,,,,['Mahito Tsujimura'],,,['Ben Holmes'],,,,,,,,,,,,,,,,,,,
Sancrin,['サンクリン'],['Sankurin'],['Thanklin'],"['Chapter 557 (cover)', 'Episode 456']","['Current Unknown', 'Brook (former)', ""Longarm Tribe's warriors (former)""]","['Thief, Manager (former)']",,,['Alive'],,,,,,['Mahito Ōba'],,,['Graham Calaway'],,['Kenzan Island'],,,,,,,,,,,,,,,,,
Minotaurus,['ミノタウロス'],['Minotaurosu'],"['Minotaur (Viz)', 'Minotaurus (Funimation)']","['Chapter 525', 'Episode 422']","['Impel Down', 'World Government']",['Jailer Beast'],,,['Alive'],,['March 4th'],,,,['Kappei Yamaguchi'],,,['Josh Martin'],,,,,,,,['Cow Zoan'],,,,,,,,,,,
Hannyabal,['ハンニャバル'],['Hannyabaru'],['Hannyabal'],"['Chapter 525', 'Episode 422']",['Impel Down'],"['Chief Warden', 'Vice Warden (former)']",['South Blue'],,['Alive'],"['33 (debut)', '35 (after timeskip)']",['August 28th'],"['309 cm (10\'1"")']",['S'],,['Tetsuo Gotō'],,,['Bradford Jackson'],,,,,,,,,,,,,,,,,,,
Domino,['ドミノ'],['Domino'],['Domino'],"['Chapter 526', 'Episode 422']",['Impel Down'],"['Head Jailer', 'Vice Head Jailer (former)']",['Grand Line'],,['Alive'],,['October 30th'],,,,['Naomi Shindō'],,,['Haley Esposito'],,,,,,,,,,,,,,,,,,,
Pankuta_Dakeyan,['パンクータ・ダケヤン'],['Pankūta Dakeyan'],['Justy Tinbread'],"['Chapter 525', 'Episode 422']",,['Prisoner'],['Grand Line'],,['Alive'],,['June 29th'],,,,,,,,,,,,,,,,,,,,,,,,,,
Blue_Gorillas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magellan,['マゼラン'],['Mazeran'],['Magellan'],"['Chapter 528', 'Episode 425']",['Impel Down'],"['Vice Warden', 'Chief Warden (former)']",['Grand Line'],,['Alive'],"['45 (debut)', '47 (after timeskip)']",['October 9th'],"['491 cm (16\'1"")']",['X'],,['Mitsuaki Hoshino'],,,['Jeremy Inman'],,,,,['Doku Doku no Mi'],['Venom-Venom Fruit'],['Poison'],['Paramecia'],,,,,,,,,,,
Jean_Goen,['ジャン・ゴエン'],['Jan Goen'],['Dez Tinny'],"['Chapter 526', 'Episode 423']",,['Prisoner'],['Grand Line'],,['Alive'],,['September 24th'],,,,,,,,,,,,,,,,,,,,,,,,,,
Basilisk,['バシリスク'],['Bashirisuku'],['Basilisk'],"['Chapter 528', 'Episode 425']","['World Government, Impel Down']",['Level 2 Guardian'],['West Blue'],,['Alive'],,,,,,['N/A'],,,,,,,,,,,,,,,,,,,,,,
Blue_Gorilla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
An_Zengaiina,['アン・ゼンガイーナ'],['An Zengaīna'],['Ratherby Seifer'],"['Chapter 528', 'Episode 425']",,['Prisoner'],['Grand Line'],,['Alive'],,['January 31st'],,,['Over 15000000'],,,,,,,,,,,,,,,,,,,,,,,
Sphinx,['スフィンクス'],['Sufinkusu'],['Sphinx'],"['Chapter 529', 'Episode 430']","['World Government, Impel Down']",['Level 2 Guardian'],,,['Alive'],,,,,,['Yūichi Nagashima'],,,['J. Michael Tatum'],,,,,,,,,,,,,,,,,,,
Manticores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puzzle_Scorpions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saldeath,['サルデス'],['Sarudesu'],['Saldeath'],"['Chapter 530', 'Episode 431']",['Impel Down'],"['Chief Guard (牢番長, Rōban Chō?)']",['Grand Line'],,['Alive'],"['16 (debut)', '18 (after timeskip)']",['June 8th'],"['218 cm (7\'1"") (after timeskip)']",['F'],,['Kazuya Nakai'],,,['Orion Pitts'],,,,,,,,,,,,,,,,,,,
Sadi,['サディちゃん'],['Sadi-chan'],['Sadie'],"['Chapter 531', 'Episode 432']",['Impel Down'],"['Chief Guard (獄卒長, Gokusotsu Chō?)']",['Grand Line'],,['Alive'],"['21 (debut)', '23 (after timeskip)']",['March 5th'],"['183 cm (6\'0"")']",['S'],,['Yuka Koyama'],,,['Marissa Lenti'],,,,,,,,,,,,,,,,,,,
Minokoala,['ミノコアラ'],['Minokoara'],['Minokoala'],"['Chapter 531', 'Episode 432']","['Impel Down', 'World Government', '']",['Jailer Beast'],,,['Alive'],,['March 5th'],,,,['Keiji Hirai'],,,,,,,,,,,['Koala Zoan'],,,,,,,,,,,
Daigin,['ダイギン'],['Daigin'],['Daigin'],"['Chapter 531', 'Episode 432']",['Marines'],['Commodore'],['West Blue'],,['Alive'],,['August 24th'],,,,['Eiji Takemoto'],,,['Scott Winchell'],,,,,,,,,,,,,,,,,,,
Emporio_Ivankov,['エンポリオ・イワンコフ'],['Enporio Iwankofu'],['Emporio Ivankov'],"['Chapter 537', 'Episode 438']","['Revolutionary Army', 'Freedom Fighters (former)', 'Kamabakka Kingdom', 'Newkama Land (former)']","['G Army Commander of the Revolutionary Army', 'Queen', 'Slave (former)', 'Prisoner of the Great Prison (former)']",['Grand Line (Kamabakka Kingdom)'],"['""Okama King""', '""Miracle Person""']",['Alive'],"['51 (debut)', '53 (after timeskip)']",['January 8th'],"['449 cm (14\'8"")']",['XF'],['At least 100000000'],"['Norio Imamura (Episodes 438-460)', 'Mitsuo Iwata (Episodes 461+)']",,,['Randy Pearlman'],,['Momoiro Island'],,,['Horu Horu no Mi'],"['Horm-Horm Fruit (VIZ and Funimation)', 'Hor-Hor Fruit (One Piece Official YouTube Channel)']",['Hormone'],['Paramecia'],,,,,,,,,,,
Minozebra,['ミノゼブラ'],['Minozebura'],['Minozebra'],"['Chapter 533', 'Episode 434']","['Impel Down', 'World Government']",['Jailer Beast'],,,['Alive'],,['March 7th'],,,,['Takahiro Fujimoto'],,,,,,,,,,,['Zebra Zoan'],,,,,,,,,,,
Minorhinoceros,['ミノリノケロス'],['Minorinokerosu'],['Minorhinoceros'],"['Chapter 532', 'Episode 433']","['Impel Down', 'World Government']",['Jailer Beast'],,,['Alive'],,['March 1st'],,,,['Hiromu Miyazaki'],,,,,,,,,,,['Rhinoceros Zoan'],,,,,,,,,,,
Zotto,['ゾット'],['Zotto'],['Burr'],"['Chapter 533', 'Episode 432']",['Marines G-1 Branch'],['Marine Lieutenant'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kairo_Kureyo,['カイロ ・クレヨ'],['Kairo Kureyo'],['Spara Heetpack'],"['Chapter 535', 'Episode 437']",,['Prisoner'],,,['Unknown'],,,,,['At least 100000000'],,,,,,,,,,,,,,,,,,,,,,,
Muchana,['ムチャナー'],['Muchanā'],['Notta Magician'],"['Chapter 536', 'Episode 437']",['Impel Down'],['Doctor'],,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wolf_Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinoko,['キノコ'],['Kinoko'],['Mushroom'],"['Chapter 536', 'Episode 437']",['Buggy Pirates'],"['Prisoner (Former), Pirate']",,,['Alive'],,,,,['At least 100000000'],,,,,,,,,,,,,,,,,,,,,,,
Inazuma,['イナズマ'],['Inazuma'],['Inazuma'],"['Chapter 536', 'Episode 438']","['Kamabakka Kingdom', 'Newkama Land', 'Revolutionary Army', 'Impel Down (former)']","['Revolutionary', 'Prisoner of the Great Prison (former)']",['South Blue'],,['Alive'],"['27 (debut)', '29 (after timeskip)']",['August 3rd'],"['228 cm (7\'5"")']",['F'],['At least 100000000'],"['Kenji Hamada (male)', 'Umeka Shōji (female)']",,,"['Christopher Wehkamp (male)', 'Angela Chase (female)']",,"['Baltigo (former)', 'Momoiro Island']",,,['Choki Choki no Mi'],"['Snip-Snip Fruit (VIZ and Funimation)', 'Shear-Shear Fruit (One Piece Official YouTube Channel)']",['Sound of scissors'],['Paramecia'],,,,,,,,,,,
Bellett,['ベレット'],['Beretto'],['Beret'],"['Chapter 537', 'Episode 439']",['Unnamed kingdom (former)'],"['Pirate', 'Prince (former)']",,,['Alive'],,,,,,"['Takashi Nagasako (male), Akemi Kanda (female)']",,,['Sam Swanson (male)'],,,,,,,,,,,,,,,,,,,
Shiryu,['シリュウ'],['Shiryū'],"['Shiryu', 'Shiliew (WT100)']","['Chapter 538', 'Episode 440']","['Blackbeard Pirates', 'Impel Down (former)']","['Titanic Captain (Captain of the Second Ship)', 'Head Jailer (former)', 'Prisoner of the Great Prison (former)']",['Grand Line'],"['""Shiryu of the Rain""']",['Alive'],"['42 (debut)', '44 (after timeskip)']",['June 11th'],"['340 cm (11\'2"")']",['X'],['Unknown'],['Takayuki Sugō'],,,['Matt Thurston'],,,,,['Suke Suke no Mi'],['Clear-Clear Fruit'],"['See-through', 'Sheer']",['Paramecia'],,,,,,,,,,,
Wolf_unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tibany,['ティバニー'],['Tibanī'],"['Tibbany', 'Elizabeth (Anime)']","['Chapter 543 (cover)', 'Episode 419']",['Kamabakka Kingdom'],['Okama'],,,['Alive'],,['June 19th'],,,,"['Yasuhiko Kawazu (true self)', 'Ai Maeda (fantasy self)']",,,['Leah Clark (fantasy)'],,,,,,,,,,,,,,,,,,,
Bunny_Joe,['バニー・ジョー'],['Banī Jō'],['Bunny Joe'],"['Chapter 546 (cover)', 'Episode 455']",['Revolutionary Army'],['Revolutionary'],,,['Alive'],,,,,,['Takahiro Fujimoto'],,,['Garret Storms'],,,,,,,,,,,,,,,,,,,
Lacroix,['ラクロワ'],['Rakurowa'],['Lacroix'],"['Chapter 550', 'Episode 459']","['Marines, Giant Squad']",['Vice Admiral'],,,['Alive'],,['June 8th'],,,,['Takahiro Yoshimizu'],,,['Brandon Luna'],,,,,,,,,,,,,,,,,,,
Lonz,['ロンズ'],['Ronzu'],['Lonz'],"['Chapter 550', 'Episode 459']","['Marines, Giant Squad']",['Vice Admiral'],,,['Alive'],,['June 2nd'],,,,['Masaya Takatsuka'],,,['Ben Phillips'],,,,,,,,,,,,,,,,,,,
Portgas_D._Rouge,['ポートガス・D・ルージュ'],['Pōtogasu Dī Rūju'],['Portgaz D. Rouge'],"['Chapter 550', 'Episode 0']","['Gol D. Roger', 'Portgas D. Ace']",,,,['Deceased'],,['June 10th'],,,,['Yūko Minaguchi'],,,['Taylor Anne Ramsey'],,,,,,,,,,,,,,,,,,,
Doma,['ドーマ'],['Dōma'],['Doma'],"['Chapter 551', 'Episode 460']",['Subordinate of the Whitebeard Pirates'],"['Pirate', 'Captain']",,"['""Bohemian Knight""']",['Alive'],,['February 1st'],,,,['Kōji Haramaki'],,,['Nick Landis'],,,,,,,,,,,,,,,,,,,
McGuy,['マクガイ'],['Makugai'],['McGuy'],"['Chapter 551', 'Episode 460']",['Subordinate of the Whitebeard Pirates'],"['Pirate', 'Captain']",,"['""Thunder Lord""']",['Alive'],,['September 3rd'],,,,['Yasunori Masutani'],,,['Ian Ferguson'],,,,,,,,,,,,,,,,,,,
Decalvan_Brothers,['ディカルバン兄弟'],['Dikaruban Kyōdai'],"['Decalvan Brothers (Viz)', 'DeCalvan Brothers (Funimation)']","['Chapter 551', 'Episode 460']",['Subordinates of the Whitebeard Pirates'],"['Pirates', 'Captains']",,,['Alive'],,['May 22nd'],,,,['Eiji Takemoto and Masaya Takatsuka'],,,"['Jeff Plunk (left eye)', 'Wyn Delano (right eye)']",,,,,,,,,,,,,,,,,,,
Squard,['スクアード'],['Sukuādo'],['Squard'],"['Chapter 551', 'Episode 460']","['Maelstrom Spider Pirates', 'Whitebeard Pirates']","['Pirate', 'Captain']",['Grand Line'],"['""Maelstrom Spider""']",['Alive'],"['50 (debut)', '52 (after timeskip)']",['September 6th'],"['228 cm (7\'5"")']",['F'],['210000000'],['Seiji Sasaki'],,,['Jason Kane'],,,,,,,,,,,,,,,,,,,
Elmy,['エルミー'],['Erumī'],['Elmy'],"['Chapter 551', 'Episode 460']",['Subordinate of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,['June 30th'],,,,['Kimiko Saitō'],,,['Dawn M. Bennett'],,,,,,,,,,,,,,,,,,,
A_O,['A・O'],['Ā Ō'],"['A.O. (VIZ Media and FUNimation subs)', 'A.O (FUNimation dub)']","['Chapter 551', 'Episode 460']","['A O Pirates', 'Subordinate of the Whitebeard Pirates']","['Pirate', 'Captain']",,,['Unknown'],,['January 15th'],,,,['Kōhei Fukuhara'],,,['Mark Fickert'],,,,,,,,,,,,,,,,,,,
Ramba,['ランバ'],['Ranba'],['Ramba'],"['Chapter 551', 'Episode 460']",['Subordinate of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,['July 10th'],,,,['Kōhei Fukuhara'],,,['Phil Parsons'],,,,,,,,,,,,,,,,,,,
Delacuaji,['デラクアヒ'],['Derakuahi'],['Delacuaji'],"['Chapter 551', 'Episode 460']",['Subordinate of the Whitebeard Pirates'],"['Pirate', 'Captain']",,,['Alive'],,['September 1st'],,,,['Takahiro Fujimoto'],,,['Michael Speck'],,,,,,,,,,,,,,,,,,,
Vista,['ビスタ'],['Bisuta'],['Vista'],"['Chapter 552', 'Episode 0']",['Whitebeard Pirates (former)'],"['5th Division Commander (former)', 'Pirate']",['North Blue'],"['""Vista of the Flower Swords""']",['Alive'],"['45 (debut)', '47 (after timeskip)']",['February 5th'],"['328 cm (10\'9"")']",['X'],['Unknown'],['Masaya Takatsuka'],,,['Hunter Barnett'],,,,,,,,,,,,,,,,,,,
Namur,['ナミュール'],['Namyūru'],['Namule'],"['Chapter 552', 'Episode 461']",['Whitebeard Pirates'],"['8th Division Commander', 'Pirate']",['Grand Line'],,['Alive'],,['July 6th'],,,,['Daisuke Matsubara'],,,,,,,,,,,,,,,,,,,,,,
Curiel,['クリエル'],['Kurieru'],['Curiel'],"['Chapter 552', 'Episode 461']",['Whitebeard Pirates'],"['10th Division Commander', 'Pirate', 'Sniper']",['Grand Line'],,['Alive'],,['September 12th'],,,,['Kōhei Fukuhara'],,,['Ricco Fajardo'],,,,,,,,,,,,,,,,,,,
Masked_Deuce,['マスクド・デュース'],['Masukudo Dyūsu'],['Masked Deuce'],"['Chapter 552', 'Episode 461']","['Spade Pirates', 'Whitebeard Pirates']","['Pirate', 'Doctor']",,,['Alive'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
