chapter,character,note
666,Brownbeard,
667,Doran,
670,Franky,
671,Kin'emon,silhouette
675,Nico_Robin,
676,Sanji,
676,Tony_Tony_Chopper,
676,Nico_Robin,
676,Brook,
679,Brook,cover
681,Smoker,
682,Tony_Tony_Chopper,
684,Kouzuki_Momonosuke,
688,Konbu,flashback
690,Kouzuki_Momonosuke,cover
691,Jaguar_D._Saul,
691,Stalker,
691,Donquixote_Rosinante,cover
692,Killer,
693,Bepo,cover
694,Monet,
695,Caesar_Clown,cover
696,Bell-mère,image
697,Doran,
700,Baby_5,
701,Tony_Tony_Chopper,
704,Sai,"cover, image"
705,Trafalgar_D._Water_Law,
705,Maynard,
708,Boo,cover
711,Eikon,cover
712,Nico_Robin,
713,Kabu,
713,Kyros,
715,Coribou,cover
717,Nami,cover
718,Baburu,cover
718,Inhel,
718,Cotton,
724,Trafalgar_D._Water_Law,
725,Brook,
725,Kin'emon,flashback
728,Buffalo,flashback
728,Machvise,flashback
728,Kabu,
729,Trafalgar_D._Water_Law,
729,Caribou,cover
730,Kouzuki_Momonosuke,
731,Kyros,
732,Rampo,
733,Leo,
733,Mummy,K.O.
734,Mummy,K.O.
735,Riku_Doldo_III,image
736,Donquixote_Doflamingo,
739,Bomba,
740,Kin'emon,
741,Usopp,cover
741,Bobomba,
741,Inhel,
742,Giolla,flashback
743,Rebecca,
745,Sanji,cover
747,Bastille,
747,Hajrudin,Fish-Man
750,Maynard,
751,Bastille,
752,Roronoa_Zoro,
754,Jinbe,cover
754,Sai,
755,Bomba,
762,Donquixote_Doflamingo,
762,Senor_Pink,cover
766,Trebol,
768,Bartolomeo,
768,Trebol,
768,Jinbe,cover
770,Dellinger,
774,Senor_Pink,K.O.
774,Flapper,
776,Giolla,flashback
776,Daikon,
777,Riku_Doldo_III,
779,Leo,
779,Kabu,
781,Bellamy,cover
783,Roronoa_Zoro,
785,Kanjuro,
786,Riku_Doldo_III,
787,Kyros,
787,Bomba,
789,Leo,
789,Flapper,
790,Brook,cover
792,Sabo,Fish-Man
792,Hack,
793,Sengoku,voice
794,Monkey_D._Luffy,
794,Usopp,
794,Bartholomew_Kuma,flashback
795,Killer,
795,Basil_Hawkins,flashback
795,Urouge,flashback
796,Sengoku,
797,Roronoa_Zoro,
797,Trafalgar_D._Water_Law,
798,Tsuru,
800,Abdullah,
800,Wicca,
801,Basil_Hawkins,"image, silhouette"
801,Hattori,voice
801,Leo,
801,Morley,"image, silhouette"
802,Monkey_D._Luffy,cover
802,Gambia,
805,Wany,Cover
807,Zunesha,flashback
811,Tony_Tony_Chopper,flashback
814,Nekomamushi,
816,Tristan,cover
817,Nami,cover
818,Kin'emon,
820,Crocus,flashback
821,Inuarashi,cover
822,Blackback,
824,Usopp,cover
834,Sanji,copy
834,Capone_Pez,flashback
834,Pedro,copy
842,Vinsmoke_Niji,flashback
845,Charlotte_Dragée,
849,Vinsmoke_Niji,
850,Pekoms,flashback
852,Monkey_D._Luffy,cover
852,Charlotte_Pudding,flashback
853,Charlotte_Linlin,
853,Vinsmoke_Judge,flashback
855,Prometheus,incapacitated
856,Pedro,
859,Usopp,cover
862,Charlotte_Basskarte,
862,Umit,
864,Charlotte_Mont-d'Or,
865,Charlotte_Cornstarch,
865,Charlotte_Cinnamon,
866,Jorul,
869,Monkey_D._Luffy,
869,Charlotte_Pudding,
870,Charlotte_Perospero,
871,Charlotte_Brûlée,
872,Franky,flashback
873,Kingbaum,
875,Napoleon,K.O.
876,Brook,
877,Charlotte_Perospero,
882,Blue_Gilly,cover
882,Charlotte_Marnier,flashback
885,Jinbe,
886,Brook,cover
888,Charlotte_Bavarois,flashback
889,Zeus,
891,Nami,
892,Monkey_D._Luffy,"cover, figure head"
894,Charlotte_Chiboust,
894,Charlotte_Marble,
896,Carrot,
898,Monkey_D._Luffy,
898,Charlotte_Nusstorte,
899,Sanji,
900,Tony_Tony_Chopper,cover
900,Charlotte_Perospero,
900,Roddy,cover
902,Charlotte_Brownie,
902,Charlotte_Joconde,flashback
902,Vinsmoke_Yonji,flashback
902,Zeff,flashback
902,Caesar_Clown,flashback
903,Nami,
903,Doc_Q,silhouette
903,Carrot,
903,Karoo,
905,Sarie_Nantokanette,flashback
907,Kaidou,
908,Jewelry_Bonney,
908,Ryuboshi,
908,Marcus_Mars,
910,Komachiyo,image
911,Monkey_D._Luffy,cover
914,Holed'em,silhouette
914,Gazelleman,
914,Bellamy,cover
915,Wakasa,Wano
916,Nami,cover
920,Kikunojo,flashback
921,Denjiro,silhouette
922,Monkey_D._Luffy,
922,Basil_Hawkins,flashback
925,Kouzuki_Momonosuke,
927,Kuni,
928,Caribou,
929,Guernika,
929,Joseph,
930,Shimotsuki_Yasuie,flashback
930,Koito,flashback
931,Daikoku,
934,Kouzuki_Momonosuke,
935,Nami,
935,Usopp,
936,Kawamatsu,silhouette
937,Usopp,cover
938,Basil_Hawkins,cover
938,Denjiro,
939,Kawamatsu,"flashback; image, shadowed"
939,Jujiro,image
940,Sanji,"cover, figure"
940,Yatappe,silhouette
941,Shimotsuki_Yasuie,
942,Ashura_Doji,
942,Hidayu,
943,Nico_Robin,
944,Usopp,
945,X_Drake,cover
948,Charlotte_Chiffon,cover
948,Nodoi_Wakan,
948,Hyougoro,
950,Tama,flashback
951,Toko,
954,Scratchmen_Apoo,
955,Omasa,cont.
956,Marshall_D._Teach,
956,Boa_Hancock,
956,Sweet_Pea,
956,Riku_Doldo_III,flashback
957,Shanks,image
958,Kurozumi_Orochi,
958,Hanzo,
959,Komachiyo,flashback
960,Lola,image; cover
960,Koiwa,corpse
963,Kanjuro,
963,Raizo,
964,Urbain,
965,Epoida,
965,Kouzuki_Oden,
966,Marshall_D._Teach,
966,Sunbell,
966,Prince_Grus,cover
967,Kouzuki_Oden,
967,Iceburg,
969,Kurozumi_Orochi,
969,Kaidou,silhouette
972,Kouzuki_Toki,
972,Kikunojo,Cont.
972,Hanzo,
976,Roronoa_Zoro,
977,Kikunojo,
978,Usunoro,
978,Capone_Pez,cover
979,Kurozumi_Orochi,
979,Kouzuki_Momonosuke,
979,Shishilian,cover
981,Queen,flashback
981,Charlotte_Galette,
982,Ulti,
986,Fukurokuju,
989,Usopp,
989,Shinobu,
989,Cho,cover
990,Ulti,
990,Black_Maria,flashback
993,Capone_Pez,cover
995,Risky_Brothers,cover
996,Kin'emon,
998,Brook,
999,Roronoa_Zoro,cover
999,Brook,flashback
1000,Trafalgar_D._Water_Law,
1001,Kaidou,
1001,Edward_Newgate,fantasy
1004,Sarahebi,
1006,Cho,flashback
1007,Joseph,
1007,Kouzuki_Momonosuke,
1008,Kanjuro,
1009,Usopp,cover
1009,Tony_Tony_Chopper,cover
1009,Franky,cover
1009,Kaidou,
1009,Raizo,cover
1011,Charlotte_Linlin,
1011,Napoleon,Wano
1011,Tsuru,flashback
1013,Napoleon,
1014,Roronoa_Zoro,
1014,Tony_Tony_Chopper,
1014,Bao_Huang,
1015,Monkey_D._Luffy,
1016,Bepo,
1017,Jack,
1017,Shinobu,
1019,Ikkaku,
1020,Uni,
1022,Fukurokuju,
1022,Flapper,cover
1022,Wicca,cover
1023,Ikkaku,
1024,Tama,flashback
1028,Brook,cover
1028,Kouzuki_Momonosuke,
1029,Kaidou,flashback
1030,Kaidou,
1030,Hamlet,
1030,Guernika,
1034,Some,flashback
1036,Charlotte_Linlin,
1036,Scratchmen_Apoo,
1036,Joseph,
1039,Kazenbo,
1040,House,
1040,Fukurokuju,cover
1041,Nitro,cover
1043,Boogie,cover
1044,Sanji,
1044,Jaygarcia_Saturn,
1044,Kurozumi_Orochi,flashback
1044,Vinsmoke_Niji,cover
1044,Vinsmoke_Yonji,cover
1045,Usopp,cover
1045,Trafalgar_D._Water_Law,
1046,Jinbe,
1047,Toko,cont.
1047,Tabuhachiro,
1047,Monjiro,
1047,Kanjuro,flashback
1049,Kouzuki_Hiyori,
1050,Eustass_Kid,
1051,Eustass_Kid,
1051,Kawamatsu,flashback
1051,Minatomo,
1052,Moai,flashback
1052,House,flashback
1052,Ethanbaron_V._Nusjuro,cover
1052,Joseph,cover
1052,Caesar_Clown,cover
1053,Ukon,
1053,Sennorikyuru,
1053,Inuarashi,
1053,Carrot,cover
1056,Kikunojo,
1057,Nekomamushi,image
1059,Cosmos,flashback
1061,Tony_Tony_Chopper,
1062,Rob_Lucci,
1065,Sanji,
1066,Monkey_D._Luffy,
1066,Jaguar_D._Saul,flashback
1067,Nami,
1069,Lu_Feld,cover
1072,Roronoa_Zoro,
1073,Edward_Weevil,flashback
1077,Franky,flashback
1077,Kaku,flashback
1078,Usopp,petrified
1078,Borsalino,flashback
1079,Oimo,
1079,Benn_Beckman,
1080,Van_Augur,flashback
1080,Doc_Q,flashback
1080,Helmeppo,cover
1081,Sanji,cover
1081,Van_Augur,flashback
1081,Tashigi,
1083,Koala,flashback
1084,Nerona_Imu,
1085,Neptune,
1085,Monkey_D._Luffy,flashback
1086,Usopp,cover
1086,Moda,flashback
1087,Tashigi,
1087,Koby,
1089,Bluegrass,image
1089,Magra,
1090,Shepherd_Ju_Peter,
1091,Hattori,
1091,York,
1091,Stussy,
1093,Koby,cover
1096,Emporio_Ivankov,
1098,Gyogyo,
1099,Conney,
1101,Conney,
1102,Vegapunk,flashback
1104,Vegapunk,
1104,Jaygarcia_Saturn,flashback
1108,Borsalino,
1108,Tashigi,cover
1109,Morley,
1112,Brogy,
1112,Guillotine,
1114,Jaguar_D._Saul,
1114,Iron_Giant,
1115,Monkey_D._Luffy,
1115,Hamburg,silhouette
1115,Giovanni,
1115,Kouzuki_Hiyori,cover
1116,Elizabello_II,
1117,Krieg,
1117,Marshall_D._Teach,
1117,Jaygarcia_Saturn,
1117,Hyougoro,cover
1118,Bluegrass,image
1120,Thormann,
1120,Topman_Warcury,
1120,Lilith,
1121,Tony_Tony_Chopper,cover
1121,Shepherd_Ju_Peter,Sword
1124,Attach,
1125,Rob_Lucci,
1125,Pythagoras,message
1126,Usopp,
1126,Brogy,
1126,Oimo,
1126,Kashii,
1129,Road,fantasy
1130,Franky,
1131,Piper,image
1133,Monkey_D._Luffy,
1133,Hajrudin,
1135,Biblo,
1136,Brook,
1136,Kamijiro,cover
1138,Roronoa_Zoro,
1139,Brook,
1139,Scopper_Gaban,image
1143,Rimoshifu_Killingham,
1144,Kashii,
1144,Kiba,
1144,Ylva,
1145,Tony_Tony_Chopper,image
1145,Jinbe,image
1148,Shepherd_Sommers,
1149,Olav,
1150,Nami,
1151,Brogy,
1153,Brogy,
1155,Harald,
1157,Charlotte_Oven,cover
1158,Shanks,cover
1160,MAX_Marx,
1161,Bell-mère,doll
1162,Kaidou,
1163,Kaidou,cover
1163,Gol_D._Roger,
1164,Shiki,
1164,Kaidou,cover; fantasy
1166,Kaidou,cover
1166,Tony_Tony_Chopper,cover
1166,Ginny,
1168,Road,flashback
1171,Ragnir,flashback
1172,Jinbe,
1172,Mag,
1172,Nerona_Imu,through Gunko
1172,Dorry,
1174,Road,cover
1175,Ange,
1176,Nico_Robin,cover
1177,Hajrudin,
1178,Hajrudin,
1179,Dorry,flashback
1,Higuma,wanted poster
5,Monkey_D._Luffy,Marine Rank
10,Roronoa_Zoro,
17,Nami,
19,Scopper_Gaban,unnamed
23,Piiman,
23,Tamanegi,
25,Roronoa_Zoro,flashback
28,Shanks,cover
30,Tamanegi,
40,Roronoa_Zoro,cover
46,Monkey_D._Luffy,
46,Cocox,cover
48,Zeff,cover
59,Mohji,cover
61,Carne,
63,Krieg,cover
70,Hatchan,shadowed
74,Hatchan,
75,Genzo,
78,Nojiko,"cover, portrait"
79,Usopp,cover
83,Helmeppo,cover
83,Nojiko,
83,Johnny,
88,Sanji,
88,Johnny,
92,Nojiko,image
93,Nami,
96,Makino,
99,Nami,
101,Mottled,
106,Monkey_D._Garp,cover
106,Miss_Friday,
107,Mr._9,
108,Nami,asleep
110,Monkey_D._Garp,cover
113,Usopp,K.O
113,Gem,K.O
118,Koby,cover
119,Galdino,
121,Dorry,K.O.
125,Usopp,petrified
126,Dorry,K.O.
131,Chess,cover
140,Monkey_D._Luffy,cover
143,Tony_Tony_Chopper,
148,Dalton,flashback
155,Gem,portrait
156,Karoo,
159,Nefertari_Vivi,
163,Nefertari_Vivi,flashback
163,Toto,flashback
169,Nefertari_Vivi,
171,Nefertari_Cobra,flashback
171,Akumai,
172,Nefertari_Vivi,
174,Roronoa_Zoro,Marine Rank
175,Galdino,K.O
177,Nico_Robin,
178,Monkey_D._Luffy,Marine Rank
180,Nefertari_Cobra,flashback
181,Usopp,
181,Chaka,
185,Tony_Tony_Chopper,cover
188,Nami,impersonated by Mr. 2
188,Chaka,
192,Nami,cover
195,Hatchan,cover
195,Sea_Boar,cover
196,Tony_Tony_Chopper,cover
199,Camie,cover
200,Nefertari_Vivi,
201,Monkey_D._Luffy,cover
206,Roronoa_Zoro,
207,Tashigi,cover
212,Smoker,
216,Nefertari_Vivi,
217,Sanji,cover
220,Hatchan,cover
227,Roronoa_Zoro,
227,Hatchan,cover
228,Usopp,
229,Roronoa_Zoro,
232,Ross,
234,Van_Augur,
239,Tony_Tony_Chopper,cover
240,Pagaya,
241,Wyper,
242,Roronoa_Zoro,cover
245,Wapol,cover
247,Tony_Tony_Chopper,flashback
253,Raki,cover
253,Genbo,cover
255,Sanji,
259,Braham,
260,Roronoa_Zoro,cover
264,Conis,
266,Nico_Robin,flashback
269,Sanji,K.O.
270,Yotsubane,
272,Pagaya,
273,Nami,K.O.
274,Usopp,cover
274,Gedatsu,flashback
277,Portgas_D._Ace,cover
279,Portgas_D._Ace,cover
280,Portgas_D._Ace,cover
284,Roronoa_Zoro,cover
285,Shandia_Chief,K.O.
285,Conis,cover
289,Mont_Blanc_Noland,cover
291,Kalgara,flashback
294,Monkey_D._Luffy,K.O.
294,Gan_Fall,K.O.
294,Comil,cover
297,Nola,K.O.
297,Gan_Fall,K.O.
298,Roronoa_Zoro,
298,Sanji,cover
298,Enel,K.O.
298,Kalgara,flashback
299,Shoujou,K.O.
300,Kamakiri,
300,Pagaya,
305,Tony_Tony_Chopper,cover
306,Shelly,
308,Capote,
313,Monkey_D._Luffy,
323,Gonbe,cover
326,Kop,
327,Sanji,cover
329,Sanji,disguised
334,Kyukyu,
341,Monkey_D._Luffy,shadowed
341,Nico_Robin,shadowed
347,Nami,
350,Chimney,
352,Nami,cover
359,Rob_Lucci,
366,Zambai,
366,Kiev,
367,Kiev,
367,Paulie,
367,Gonbe,
368,Chimney,
372,Rob_Lucci,
372,Franky,cover
374,Tamagon,
375,Kokoro,
377,Kalifa,cover
378,Monkey_D._Luffy,
380,Kokoro,
382,Kumadori,
385,Kop,flashback
386,Sanji,
386,Mozu_and_Kiwi,K.O.
386,Zambai,K.O.
387,Monkey_D._Luffy,
387,Tamagon,
388,Fullbody,cover
391,Nami,
391,Tony_Tony_Chopper,
395,Ethanbaron_V._Nusjuro,
398,Kanezenny,flashback
399,Sanji,
400,Roronoa_Zoro,
400,Zambai,cover
401,Usopp,cover
401,Nico_Robin,cover
404,Lassoo,cover
411,Babe,cover
414,Zambai,
416,Franky,
421,Tony_Tony_Chopper,K.O.
421,Kalifa,K.O.
423,Franky_Family,K.O.
424,Momonga,
427,Momonga,flashback
427,Shandia_Chief,cover
428,Paulie,
428,Kokoro,
430,Nico_Robin,flashback
430,Gonbe,cover
431,Koby,
433,Monkey_D._Dragon,image
433,Yokozuna,cover
435,Usopp,
436,Schollzo,
438,Monkey_D._Garp,
439,Kiev,
439,Chaka,
440,Sanji,wanted poster
440,Laffitte,flashback
442,Usopp,
443,Tony_Tony_Chopper,cover
455,Nami,
457,Nami,cover
458,Nami,K.O.
460,Sanji,
462,Ryuma,cover
466,Perona,Zombie
469,Absalom,K.O.
473,Tony_Tony_Chopper,
473,Risky_Brothers,cover
476,Lola,
481,Monkey_D._Luffy,
483,Gecko_Moria,K.O.
490,Brook,cover
490,Oimo,cover
491,Roronoa_Zoro,
492,Tansui,cover
493,Nico_Robin,
493,Camie,
496,Roronoa_Zoro,
496,Tony_Tony_Chopper,"cover, K.O."
496,Fukurou,cover
497,Roronoa_Zoro,Image
502,Pappag,
503,Jean_Bart,K.O.
504,Heat,
505,Killer,
508,Usopp,
509,Usopp,
510,Monkey_D._Luffy,
510,Tony_Tony_Chopper,Cover
510,Brook,Cover
513,Nico_Robin,
514,Sweet_Pea,
515,Nerine,cover
516,Portgas_D._Ace,image
517,Fukurou,cover
518,Nerine,cover
519,Kumadori,"cover, silhouette"
521,Daisy,
522,Portgas_D._Ace,flashback
522,Daisy,
523,Marco,silhouette
528,Buggy,
528,Portgas_D._Ace,
531,Momonga,disbanded
534,Buggy,
540,Portgas_D._Ace,
542,Laffitte,
542,Shiryu,
543,Bentham,flashback
544,Emporio_Ivankov,disbanded
545,Daz_Bonez,
547,Monkey_D._Luffy,
547,Galdino,K.O.
550,Usopp,cover
550,Buggy,
550,Lonz,
552,Borsalino,
553,Sanji,cover page
553,Momonga,
554,Momonga,
555,Lonz,
556,Buggy,
556,Monkey_D._Garp,
558,Buggy,
558,Smoker,
559,Epoida,
559,Smoker,
561,Galdino,
563,Sakazuki,
566,Epoida,
566,Jozu,
567,Tony_Tony_Chopper,cover
567,Franky,cover
567,Borsalino,
569,Curiel,
570,Galdino,
572,Blenheim,
573,Marco,K.O.
574,Nami,cover page
577,Doc_Q,
577,Sakazuki,
577,Monkey_D._Garp,
578,Brook,cover
578,Haruta,
578,Jesus_Burgess,
578,Inazuma,K.O.
580,Momonga,
580,Tashigi,K.O
581,Sengoku,
582,Boa_Sandersonia,flashback
583,Magra,flashback
585,Curly_Dadan,
587,Dogra,
587,Outlook_III,
590,Nami,image
591,Nico_Robin,flashback
591,Bepo,
591,Sweet_Pea,
593,Mohji,''cover page''
593,Emporio_Ivankov,[[Susu Susu no Mi|crows]]
593,Pappag,disbanded
593,Crocodile,
594,Kong,
595,Usopp,flashback
596,Monkey_D._Luffy,cover & flashback
596,Franky,"K.O., flashback"
596,Spandam,flashback
597,Daisy,cover
598,Fake_Sogeking,
599,Boa_Sandersonia,flashback
599,Aphelandra,flashback
602,Roronoa_Zoro,
603,Momoo,shadowed
605,Nami,
605,Usopp,
605,Franky,
608,Kairen,
609,Caribou,in a barrel
609,Medaka_Mermaid_Quintuplets,
614,Shirahoshi,
614,Megalo,
615,Monkey_D._Luffy,
615,Usopp,
615,Dosun,flashback
619,Minister_of_the_Right,cover
620,Nami,
620,Yosaku,flashback
622,Manboshi,
624,Ryuboshi,
627,Manboshi,flashback
628,Brook,
628,Hody_Jones,image
629,Tony_Tony_Chopper,
631,Minister_of_the_Right,cover
633,Brook,
634,Nami,
634,Brook,
635,Usopp,
636,Neptune,
638,Manboshi,flashback
638,Hoe,flashback
642,Usopp,cover
645,Wadatsumi,flashback
646,Brook,
647,Mottled,
648,Camie,cover
649,Tony_Tony_Chopper,
649,Fillonce,cover
651,Nico_Robin,
653,Manboshi,
654,Sanji,
655,Smoker,cover
658,Usopp,
658,Franky,cover
658,Perona,cover
658,Doran,
660,Mocha,
661,Brownbeard,
662,Minorhinoceros,cover
664,Brook,image
665,Brownbeard,silhouette
671,Tony_Tony_Chopper,
673,Sind,
674,Trafalgar_D._Water_Law,silhouette
675,Monet,
677,Franky,
677,Smoker,
679,Brownbeard,
681,Caribou,cover
682,Gladius,
682,Lao_G,
683,Sind,
687,Sanji,cover
688,Tony_Tony_Chopper,cover
688,Mocha,flashback
689,Vergo,image
691,Candre,
692,Usopp,
692,Nico_Robin,
693,Shanks,cover
696,Franky,
697,Roronoa_Zoro,
697,Mocha,
704,Orlumbus,
705,Kyros,voice only
706,Dagama,
712,Sakazuki,voice
712,Gismonda,flashback
713,Trafalgar_D._Water_Law,
713,Donquixote_Doflamingo,
713,Kin'emon,image and statue
715,Rebecca,K.O
715,Jean_Ango,
716,Bobby_Funk,image
716,Emporio_Ivankov,image
717,Chinjao,
719,Coribou,cover
719,Sai,cover
721,Trebol,flashback
721,Caribou,cover
722,Donquixote_Doflamingo,image
722,Monkey_D._Garp,image
722,Gancho,
727,Rebecca,
728,Diamante,flashback
729,Bellamy,cover
730,Caesar_Clown,
730,X_Drake,"cover, flashback"
734,Bartolomeo,
736,Lao_G,
737,Nico_Robin,image
738,Franky,cover
738,Chao,
739,Donquixote_Doflamingo,image
742,Trebol,flashback
743,Usopp,
743,Hack,voice
746,Kelly_Funk,Fish-Man
747,Senor_Pink,
747,Chinjao,Fish-Man
748,Dagama,cover
750,Donquixote_Doflamingo,image
755,Senor_Pink,cover
756,Diamante,
756,Rebecca,flashback
756,Kabu,flashback
764,Buffalo,
764,Sengoku,flashback
768,Nico_Robin,
768,Dellinger,cover
769,Donquixote_Rosinante,flashback
772,Ideo,
774,Mansherry,
777,Bellamy,image
778,Roronoa_Zoro,
778,Baby_5,cover
780,Monkey_D._Luffy,
780,Hack,
784,Sai,
787,Sabo,Fish-Man
788,Kabu,
789,Bartolomeo,
789,Orlumbus,Fish-Man
792,Giolla,K.O.
793,Bian,
793,Flapper,
794,Donquixote_Doflamingo,''cover
795,Brook,Hakuba
795,Chinjao,
797,Bellamy,cover
798,Boa_Sandersonia,cover
798,Issho,
799,Orlumbus,cover
800,Chinjao,
800,Flapper,
800,Gancho,
800,Hajrudin,voice
800,Rebecca,
801,Jack,"image, silhouette"
802,Borsalino,
803,Gambia,
803,Galdino,
804,Sabo,cover
806,Woop_Slap,cover
806,Curly_Dadan,cover
807,Tony_Tony_Chopper,flashback
807,Jean_Bart,flashback
808,Usopp,
808,Nico_Robin,flashback
808,Brook,flashback
808,Wanda,flashback
808,Kaya,cover
810,Sheepshead,flashback
811,Pekoms,flashback
811,Nekomamushi,flashback
812,Pekoms,
812,Capone_Bege,flashback
812,Wanda,cover
814,Nico_Robin,
815,Uni,
816,Nami,
818,Kaidou,image
819,Blackback,flashback
820,Tony_Tony_Chopper,
820,Marco,flashback
822,Shachi,
822,Tristan,
823,Minister_of_the_Right,
823,Iwatobi,
824,Trafalgar_D._Water_Law,image
824,Jack,image
827,Nitro,
828,Carrot,
829,Nami,cover
829,Napoleon,
831,Sanji,illusion
833,Nico_Robin,cover
839,Vinsmoke_Niji,flashback
842,Carrot,
844,Vinsmoke_Reiju,
845,Charlotte_Myukuru,
847,Charlotte_Perospero,
848,Tony_Tony_Chopper,cover
851,Brook,
853,Brook,cover
853,Diesel,
854,Pedro,
856,Monkey_D._Luffy,flashback
857,Carrot,flashback
858,Lola,"flashback, shadowed"
860,Charlotte_Praline,
860,Vito,cover
861,Charlotte_Brûlée,
861,Drug_Peclo,
862,Streusen,
863,Charlotte_Smoothie,
864,Nami,
864,Charlotte_Cinnamon,
865,Gotti,cover
867,Monkey_D._Luffy,
868,Nami,
868,Charlotte_Cornstarch,
869,Charlotte_Laurin,
869,Charlotte_Broyé,
870,Prometheus,
870,Vinsmoke_Yonji,flashback
871,Charlotte_High-Fat,
872,Morgans,
873,Sanji,cover
874,Charlotte_Katakuri,
874,Charlotte_Mont-d'Or,
875,Charlotte_Linlin,
875,Zeus,K.O.
876,Jinbe,
877,Monkey_D._Luffy,
877,Baby_5,cover
880,Charlotte_Katakuri,
881,Charlotte_Katakuri,
881,Jinbe,
881,Carrot,
883,Charlotte_Katakuri,flashback
886,Vito,
886,Charlotte_Chiffon,
887,Charlotte_Oven,
888,Charlotte_Smoothie,
889,Leo,cover
890,Monkey_D._Luffy,cover
891,Gotti,
891,Prometheus,cover
892,Charlotte_Pudding,
893,Baxcon,cover
894,Charlotte_Citron,
895,Buggy,cover
899,Nami,
900,Charlotte_Smoothie,
901,Charlotte_Broyé,
901,Napoleon,
902,Patty,flashback
903,Neptune,
905,Aramaki,Marine Rank
905,Tacos,
906,Sanji,flashback
906,Kinderella,
906,Matryo_Princesses,
907,Gion,
908,Shepherd_Ju_Peter,
910,Sanji,image
910,Carrot,image
913,Kikunojo,
917,Kamijiro,Wano
917,Inoichibannosuke,flashback
920,Kaidou,flashback
920,Kouzuki_Toki,flashback
923,Sabo,cover
924,Kouzuki_Hiyori,silhouette
924,Gama_Pyonnosuke,
925,Lindbergh,silhouette
926,Sanji,cover
926,Dobon,cover
927,Suke,
929,X_Drake,
930,Napoleon,
932,Kurozumi_Orochi,
934,Roronoa_Zoro,flashback
935,Raizo,silhouette
935,Kouzuki_Hiyori,image
936,X_Drake,cover
938,X_Drake,cover
939,Queen,flashback
940,Daifugo,
940,Azuki,
942,Shimotsuki_Yasuie,
943,Monkey_D._Luffy,
943,Shinobu,
945,Roronoa_Zoro,
946,Killer,flashback
947,Silvers_Rayleigh,flashback
948,Babanuki,
952,Ashura_Doji,
954,Raizo,
955,Kanjuro,
955,Shinobu,
956,Ham_Burger,flashback
958,Kin'emon,
958,Hatsume,cover
959,Holed'em,flashback
959,Hareji,flashback
963,Vista,
964,Marco,
964,Jozu,
964,Shikon_Kettai,cover
965,Rakuyo,
965,Sunbell,cover
967,Nami,cover
967,Ganryu,
967,Kikunojo,
968,Crocus,
968,Shanks,
968,Nekomamushi,flashback
970,Raizo,Cont.
971,Kurozumi_Semimaru,flashback
972,Tsugaru_Umi,
974,Yatappe,flashback
974,Roronoa_Zoro,flashback
974,Kaidou,flashback
975,Nami,
976,Brook,
976,Zeus,
976,Eustass_Kid,
976,Omasa,
976,Cotton,cover
977,Monkey_D._Luffy,
977,Sanji,
977,Nico_Robin,
977,Ashura_Doji,
978,Tony_Tony_Chopper,
978,Gorishiro,
978,Raizo,
978,Jujiro,
978,Tabuhachiro,
978,Kakunoshin,
979,X_Drake,
980,Lola,cover
982,Shachi,image
982,Eustass_Kid,image
983,Nami,flashback
984,Jinbe,
984,Lola,cover
985,Kikunojo,
985,Ashura_Doji,
986,Tony_Tony_Chopper,
986,Trafalgar_D._Water_Law,
986,Kazekage,flashback
987,Queen,
988,Kin'emon,
989,Yatappe,cover
991,Franky,cover
992,Franky,cover
993,Vito,cover
993,Kouzuki_Oden,flashback
993,Raizo,Wano
993,Kobe,
994,Scratchmen_Apoo,
994,Kawamatsu,cont.
995,Zeus,
995,Carrot,Zombies
996,Sasaki,
997,Jean_Bart,
998,Franky,
999,Charlotte_Linlin,
1000,Izou,flashback
1003,Yamato,
1004,Mizerka,
1004,Kikunojo,
1006,Yamato,cover
1009,Jinbe,cover
1013,Ulti,
1014,Who's-Who,
1015,Sanji,
1015,Who's-Who,
1015,Senor_Pink,cover
1016,Speed,flashback
1017,Kamakirigirl,cover
1019,Saitank,
1021,Bishonure-Onna,
1021,Caribou,
1022,Raizo,
1022,Kawamatsu,
1023,Jean_Bart,
1028,Nami,cover
1029,Hera,cover
1030,Roronoa_Zoro,
1030,Sanji,
1030,Zeus,
1030,Charlotte_Linlin,
1033,Smoker,cover
1036,Zanki,
1040,Clione,
1040,Jaguar,flashback
1040,Raizo,
1040,Kazenbo,
1041,Nami,
1041,Hamlet,
1041,Rabiyan,cover
1041,Vinsmoke_Yonji,cover
1042,X_Drake,flashback
1043,Monkey_D._Luffy,
1043,Marco,cover
1044,Yamato,
1044,Charlotte_Oven,cover
1044,Charlotte_Brownie,cover
1044,Shepherd_Ju_Peter,flashback
1044,Kouzuki_Hiyori,
1046,Tony_Tony_Chopper,
1047,Nico_Robin,cover
1047,Kouzuki_Momonosuke,flashback
1050,Roronoa_Zoro,
1050,Zeus,
1052,Sanji,
1055,Jinbe,
1055,Tenguyama_Hitetsu,flashback
1056,Yamato,
1057,Nico_Robin,cover
1058,Richie,cover
1058,Vinsmoke_Reiju,cover
1059,Vasco_Shot,flashback
1060,Inazuma,
1061,Helmeppo,
1063,Bartholomew_Kuma,flashback
1065,Yasopp,cover
1065,Charlotte_Katakuri,cover
1065,S-Shark,inactive
1067,S-Bear,
1067,Lindbergh,
1069,Jinbe,
